,review_clean,Word_Count,review_rating,review_datetime_utc
6201,i know that this up is the best app interms of money matters walang kaduda duda,16,5,2018-07-21T03:32:38.000Z
6204,ano kaya mpin ko pano mkita,6,5,2018-07-21T06:03:05.000Z
6205,i need help my account was locked panu po ba mag sign in ulit patulong naman po,17,3,2018-07-21T07:34:24.000Z
6206,okie nman pang eload q xa doble kita q unlike sa ibang eload gamit q mas pagandahin nyo pa sana at patagalin ang gcash apps lablab,26,5,2018-07-21T11:04:04.000Z
6207,please fix the terms and conditions popup cannot be viewed the page times out and the app hangs in that state making it useless other phone does fine without the popup tho so what gives,35,2,2018-07-21T11:09:16.000Z
6208,when you buy load sometimes you will not receive it,10,3,2018-07-21T11:55:22.000Z
6209,my gcash wallet was locked and i dont know how to fix it i cant able to make a new account,21,2,2018-07-21T11:57:00.000Z
6211,cant register my mobile phone number keep getting trylater message ,10,1,2018-07-21T14:36:57.000Z
6216,naka ilang load na ako wala pa rin akong natatanggap na rebates,12,5,2018-07-21T20:33:28.000Z
6218,savi mag vieviewrify dw with in 24hrs pero wlng ng yyari,11,1,2018-07-22T04:11:10.000Z
6221,made my life easier,4,5,2018-07-22T05:35:14.000Z
6222,well there is no option to terminate your amex subscription so its a bummer to wait for your old account to expire since you recently changed your phone number,29,3,2018-07-22T06:13:52.000Z
6224,i am not receiving the authentication code,7,1,2018-07-22T09:41:45.000Z
6226,i have a gcash cardcan i use it to this app,11,3,2018-07-22T10:20:32.000Z
6228,its only for globe and tm sim cards can you also allow it to any sim cards,17,1,2018-07-22T12:06:09.000Z
6229,i like this app,4,3,2018-07-22T13:07:05.000Z
6232,hello gcash support can you please help me to recover my pin icant open my account,16,5,2018-07-22T22:13:04.000Z
6233,the best i like how it operate now very easy to use and i like how you can saved a receipt if theres an update maybe for bug and pictures of other billers,33,5,2018-07-23T01:50:31.000Z
6236,verification is bugged it doesnt let me verify the link that gcash sent to me takes forever to load after filling all the personal data it wont verify,28,2,2018-07-23T08:52:31.000Z
6237,this app is not workingbago lng ako gumamit nito tapus may nakalagay na wrong mpin,15,1,2018-07-23T09:22:03.000Z
6239,if you want to have more costumer dont make your system complicated,12,1,2018-07-23T13:47:40.000Z
6240,manloloko din toginamit ko pambayad sa nso hindi naman nabayaran pero nabawasan ang balance ko,15,1,2018-07-23T19:39:47.000Z
6242,you dont have a proper customer service no one is replying on your facebook page or support email we trusted you with our money and this is what we get in return,32,1,2018-07-24T00:22:17.000Z
6243,panu irecover ang mpinhelp me nmndq mbuksan ang gcash accnt q,11,1,2018-07-24T00:44:44.000Z
6245,its okay to used atm card,6,5,2018-07-24T09:08:58.000Z
6247,requesting temporary mpin via messenger but no one responsed it,10,4,2018-07-24T12:25:35.000Z
6249,dahil 3 star may mga promo na hindi namn nasusunod like send ap5 pesos to your friend and get p50 pero wala nmng dumating  meron pa ung mga rebate na nd nasusunod sana namn maayos nio yo para d kami nalulugi tapos sa gcadh care d man lang masyadong nagrereply abouy sa mga message,54,3,2018-07-24T13:51:08.000Z
6250,how do i pay netflix using globe,7,3,2018-07-24T14:21:22.000Z
6251,when i entered my mobile number all i hot was an error message please fix this bug cant even log in to the app,24,1,2018-07-24T21:36:41.000Z
6253,i cant believe that until now it didnt verify my account i cant purchase load online make your services more fast  useful so that consumer like me can enjoy it well my sim card is a prepaid one  i want to maintain it so that i dont need to purchase it every time i go back in philippines for vacation,60,1,2018-07-25T03:25:32.000Z
6255,hindi ko makuha ang verification code,6,1,2018-07-25T04:13:30.000Z
6257,cant even use my remaining money every time iopen the app it ask for authentication tbut idont even get any message realy sucks,23,1,2018-07-25T05:57:00.000Z
6259,gcash does not live up to its hype  it cant even provide decent customer service  i wouldnt recommend it to anyone it actually doesnt even deserve a single star,29,1,2018-07-25T07:17:18.000Z
6264,why i cant make any transaction keeps on telling i exceed my limit done verifying kyc on your globe store i even tried to withraw over the counter but even your associate in the store dont know why it keeps on saying wallet cap exceed when i talked to your csr on phone she told me that i just have kyc verified and im done why it still not working and your 2882 customer care im on hold for 130mins,80,3,2018-07-25T12:10:11.000Z
6265,really great app easy to use in buying load,9,5,2018-07-25T12:19:57.000Z
6266,the whole idea about it is really good makin our life easy its just the promo tab in the app does not work or it take forever to load seems like doesnt want to show to us the promos at all hmm,42,3,2018-07-25T12:38:35.000Z
6268,its good i think,4,5,2018-07-25T15:00:42.000Z
6269,ill try if ok,4,3,2018-07-25T16:16:21.000Z
6270,ok tong gcash madali kna makapag bayad ng bills at pede ka png bumili ng load at may rebate pa kya mag gcash na din kayo,26,5,2018-07-25T17:11:36.000Z
6271,g cash makes our everyday much easier,7,5,2018-07-25T23:43:35.000Z
6274,4 star muna kasi tagal dumating ng refferal ko na 20 sorry,12,4,2018-07-26T08:41:30.000Z
6275,great apps hope i can use the beta worth ang pagdownload ko nito salamat,14,5,2018-07-26T10:02:23.000Z
6276,i have nothing to say this is amazing i love this app,12,5,2018-07-26T12:22:57.000Z
6277,the truth is  im still waiting for my verification  i sign up last year and till now i dont know what happend  im not happy ,25,1,2018-07-26T12:35:01.000Z
6278,pano ma retrieve ung mpin  need pabang i update,9,2,2018-07-26T13:58:06.000Z
6279,ok naman pero yung 20 pesos ko hindi ko natanggap at yung 50 pesos ko nung nag reffer akoang tagal kong naghintay wala parinpls fox this maganda ito na app wag niyong ayusin,33,3,2018-07-26T14:27:29.000Z
6280,please fix the gcash app i load my gcash 100php after a while i was deducted by 60php google services transaction then this mrning when i open my gcash app my balance was 45php then i refresh it suddenly turn 15php please do something about this,46,5,2018-07-26T21:25:32.000Z
6282,how can i add money into my account,8,4,2018-07-27T00:48:54.000Z
6283,useless more problems i cant withraw my money they dont response,11,1,2018-07-27T01:46:40.000Z
6284,4 months ng naka lock gcash ko ,7,1,2018-07-27T03:04:27.000Z
6285,this app keeps on crashing cannot use any bills paying option,11,1,2018-07-27T03:27:44.000Z
6286,amazing i used it in messenger and it works,9,5,2018-07-27T04:42:48.000Z
6288,i used gcash to pay my suncellular bill last may till today there is no payment forwarded to suncellular i called many times to gcash cs that took almost forever they keep on saying that they will fix the problem etc yet nothing is forwarded gcash wasted my time my money and my patience tsk tsk tsk,57,1,2018-07-27T08:16:55.000Z
6290,maybe this was great app  coz i had a lot a good hear about it,15,5,2018-07-27T09:38:03.000Z
6292,i think it could help me,6,5,2018-07-27T13:44:04.000Z
6293,nothing to say because gcash is the best for me loading qrscan and payment for my bills,17,5,2018-07-27T14:29:33.000Z
6294,their promos are not straightforward too much fine print,9,2,2018-07-27T15:12:19.000Z
6297,i hope instead of mobile number email adress is way better to be used in logging in with a password hackers can easily access your account if they know ur number and guess your mpin victimhere very low security for users,41,2,2018-07-27T19:40:48.000Z
6298,gcash ko na to,4,5,2018-07-27T19:54:06.000Z
6299,i have freee 50 load,5,5,2018-07-27T22:43:44.000Z
6303,love it easy to use thanks gcash,7,5,2018-07-28T00:46:08.000Z
6304,this is my first time using gcash and i cant cash in i tried using my debit card but it kept sending me a text message saying cash in cannot be processed even if all my debit card details were correct i also tried the cash in through 7 11 gcash was offline,53,1,2018-07-28T01:40:07.000Z
6306,this is good and easy to use,7,5,2018-07-28T03:24:01.000Z
6313,useful app send money is so easy and fast i can load anytime very convenient,15,5,2018-07-28T10:28:40.000Z
6316,bakit po ayaw gumana nung gounli95,6,2,2018-07-28T17:02:11.000Z
6318,a new generation of lucky virtual wallet,7,5,2018-07-28T18:14:37.000Z
6320,my account was locked how can i retrieve iti have 2500 in my account pls reply asap,17,3,2018-07-29T00:30:00.000Z
6323,naka ilang refer na ako pero wala akong natatanggap na 50 pesos per refer haysss sayang lang oras sa app na to yung na refer ko na bigyan ng 50  useless app so ussless tagal pa i process ang concern,40,1,2018-07-29T03:25:04.000Z
6324,manage credit cant be used there is no option after scanning i suggest that you should put that option before scanning any qr,23,1,2018-07-29T03:39:16.000Z
6325,great app and useful app,5,5,2018-07-29T06:16:55.000Z
6326,it made things so easier everyday,6,4,2018-07-29T06:53:30.000Z
6328,how can i register,4,5,2018-07-29T08:54:03.000Z
6329,i like this apps,4,5,2018-07-29T10:39:32.000Z
6332,it easy and please verify my account as soon as you can to enjoy this app and more powers to globe thanks,22,5,2018-07-29T16:27:36.000Z
6333,walang kwenta hindi magamitnakakainis langnag invite pa ko tapos may mpin daweh never pa ko nagsubmit sakanila ng mpin ko,20,1,2018-07-29T16:29:50.000Z
6334,very very useful talaga sya promise 3,7,5,2018-07-30T00:55:22.000Z
6335,vwey convinient to use,4,5,2018-07-30T04:36:09.000Z
6337,this app cannot be used without allowing it to read and send sms its private matterwhy there is a need for them to read and send sms,27,1,2018-07-30T08:01:10.000Z
6338,i cannot pass thru the license agreement there is always an error popping up please fix this i need to see my transaction record immediately,25,1,2018-07-30T08:23:24.000Z
6339,i hope it easy to use it,7,5,2018-07-30T08:39:15.000Z
6340,i like gcash but the unstable globe connection makes it sometimes an irritating experience when you badly needed it,19,3,2018-07-30T10:20:12.000Z
6341,is there a free load,5,5,2018-07-30T11:05:32.000Z
6346,its grate for me to use thjs app,8,5,2018-07-30T19:35:58.000Z
6347,this is very helpful for virtual workers no need to wait for 35 days for you to get your hard earned money,22,5,2018-07-30T22:08:13.000Z
6349,super easy to use best ewalletmoney na nagamit ko ,9,5,2018-07-31T01:34:13.000Z
6350,great app must use for daily transactions,7,5,2018-07-31T02:24:08.000Z
6351,when i started using gcash i feel secured and convenient in paying all my bills although some utilities like my skycable has a 15p charge in every transaction that still makes me okaytopay because gcash sends me back some amount of money as a rebate especially i am using my sim banking that allows me to transfer money anytime into my gcash account i recommend gcash to all of you to manage your finances securely and conveniently,77,5,2018-07-31T02:25:54.000Z
6352,hopely theres no delaying transaction,5,5,2018-07-31T02:55:56.000Z
6353,i think this is useful but,6,2,2018-07-31T03:33:19.000Z
6354,very easy app we use i like it,8,5,2018-07-31T04:22:44.000Z
6358,aint that legit in referrals,5,3,2018-07-31T05:14:52.000Z
6361,you guys did a great job in adding more features and billers,12,5,2018-07-31T05:44:27.000Z
6363,why my account doesnt retrive how can retrieve my account,10,5,2018-07-31T06:30:41.000Z
